ID,Text,LabelID
248,"Increased thirst and/or appetite, passing more urination, weight losses, lethargy and weakness, vomiting, being more prone to infections, sunken back leg, standing on its ankles, Increased hunger, Excessive thirst, Weight loss, Enlargement of the liver, Poor coat, Weakness, Bladder infection, Vomiting, Collapses.",ASC165
639,"Rocky, an 8-year-old Bulldog, has been experiencing troubling symptoms of cardiac arrhythmia. Despite his love for walks, he now coughs persistently, especially during exercise. Rocky's exercise intolerance has become apparent as he tires quickly. Last week, he fainted suddenly, causing panic among his family members. At the vet's office, murmurs and irregular heartbeat were detected. Rocky seems lethargic and withdrawn, with open-mouth breathing indicating respiratory distress. His appetite has decreased, and he spends more time sleeping. Rocky's once steady gait has become unsteady, and occasional vomiting has left him weak.",ASC99
637,"Max, a 5-year-old Golden Retriever, has been struggling with cardiac arrhythmia symptoms. Despite being an active dog, he now coughs persistently after even short walks. Max's exercise intolerance has become evident as he tires easily during playtime. Recently, he fainted while chasing a ball, causing alarm among his family members. At the vet's office, irregularities in his heartbeat and murmurs were detected. Max appears lethargic and disinterested, with open-mouth breathing indicating respiratory distress. His once healthy appetite has decreased, and he spends more time sleeping. His gait has become unsteady, and occasional vomiting episodes have left him weak.",ASC99
219,"Diabetes in Cats: Symptoms, Causes, Risk Factors, Treatment, and Life Expectancy",ASC165
645,"Rusty, a 7-year-old German Shepherd, is grappling with cardiac arrhythmia manifestations. Despite his enthusiasm for walks, he now experiences frequent coughing fits, especially during physical activity. Rusty's intolerance to exercise has become apparent as he quickly tires out. Just last week, he collapsed unexpectedly, sparking alarm among his family members. During the veterinary examination, irregular heartbeats and murmurs were identified. Rusty seems lethargic and withdrawn, with panting and gasping indicative of respiratory distress. His appetite has dwindled, and he spends more time in slumber. Rusty's once steady stride has become unsteady, and sporadic retching has left him feeble.",ASC99
615,"Dogs with severe heart disease have more trouble breathing when lying down and will often sit or stand for long periods of time. Fatigue, Inability to Exercise – Dogs with heart disease will tire out more quickly on walks and during exercise.",ASC99
222,"What are the main symptoms of feline diabetes?
Increased urination – caused by the glucose drawing water with it into the urine
Excessive thirst – caused by the body trying to keep up with the excess fluid loss
Increased hunger – because the body thinks it’s starving
Weight loss – because the sugars in the diet can’t be used by the body if there is not enough insulin, and so they are lost in the urine. This means the cat effectively isn’t getting enough calories and so the body starts to break down the fat reserves.",ASC165
624,"Symptoms and Types
Primary symptom is a heartbeat that is too fast, too slow, or that skips a beat, which is also referred to as an irregular heartbeat
Physical weakness may develop if pauses between beats are excessively long; loss of consciousness can also occur, however, these side effects are uncommon
In general, symptoms are more common in nonrespiratory than in respiratory form
Causes
Normal cyclic change in the vagus nerves associated with respiration; heart rate increases with inspiration and decreases with expiration
Underlying conditions that increase vagal tone: high intracranial (within the skull) pressure, gastrointestinal disease, respiratory disease, cerebral disorders, digitalis toxicity, congestive heart failure
Brachycephalic conformation
Digoxin therapy (digitalis)
Any disease that affects the vagus nerves",ASC99
628,"Weakness, vomiting, unsteady gait while walking, sleeping more, reduced appetite, rapid breathing, pale or bluish mucus membranes or skin, open-mouth breathing, difficulty breathing, lethargy and depression, fainting, exercise intolerance, coughing, murmurs, irregular heartbeat.",ASC99
633,"Experiencing irregularities in heartbeat, hearing murmurs in the chest, persistent coughing, finding it difficult to engage in physical activities, sudden loss of consciousness, feeling extreme tiredness and sadness, breathing with an open mouth due to respiratory distress, struggling to breathe, noticing a change in color to pale or bluish in mucus membranes or skin, breathing rapidly, having a decreased desire for food, sleeping for longer durations, having an unstable walk, vomiting frequently, experiencing overall weakness.",ASC99
228,"Pet owners must be aware of the symptoms of diabetes in their furry companions. Look out for signs like increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may develop, and pets may become more prone to infections. Some pets may display sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, leading to weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur in advanced cases.",ASC165
220,The two most common signs of diabetes noticed by owners at home are weight loss despite a good appetite and increased thirst and urination. Weight loss may be noticed at home or during a routine examination with the veterinarian.,ASC165
233,"Pet owners must be vigilant for signs of diabetes in their pets, as early detection is key. Look out for symptoms such as increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may become apparent, and pets may be more susceptible to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, often leading to weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur as the condition progresses.",ASC165
611,"Symptoms of Arrhythmia in Dogs:
Weakness
Loss of Consciousness
Long pauses between heartbeats",ASC99
234,"It's crucial for pet owners to recognize symptoms of diabetes in their furry companions. Signs such as increased thirst and/or appetite, passing more urine, and weight loss should not be ignored. Lethargy and weakness may develop, and pets may become more prone to infections. Some pets may display sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, leading to weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse may occur in advanced stages.",ASC165
609,"Dogs with arrhythmias that are relatively harmless may show no outward signs. In many cases, however, an arrhythmia can lead to heart failure, changes in blood pressure, and alterations in blood flow to vital organs. Dogs with these types of arrhythmias may show signs such as:

Weakness, depression
Coughing or difficulty breathing
Exercise intolerance (difficulty exercising)
Fainting episodes
Pale gums
Sudden death",ASC99
636,"Luna, a 9-year-old Siamese, has been exhibiting concerning symptoms of cardiac arrhythmia. After short bursts of play, she starts coughing and appears exhausted. Recently, she fainted briefly, sending her owners into a frenzy. Luna's vet discovered irregularities in her heartbeat accompanied by murmurs. Lethargy has taken over Luna's usual lively demeanor, and she seems depressed. Her breathing is labored, with pale gums indicating poor oxygenation. Luna's appetite has dwindled, and she spends most of her time sleeping. Her once graceful walk has become unsteady, and occasional vomiting spells have left her weak.",ASC99
626,"Irregular heartbeat, murmur, coughing, exercise intolerance, fainting, lethargy and depression, open-mouth breathing, difficulty breathing, pale or bluish mucus membrane or skin, rapid breathing, reduced appetite, sleeping more, unsteady gait while walking, vomiting, weakness.",ASC99
652,"Bella, a 6-year-old Siamese, is exhibiting troubling signs of cardiac arrhythmia. Following short play sessions, she initiates coughing and appears exhausted. Bella recently fainted unexpectedly, leaving her guardians alarmed. During the veterinary check-up, irregularities in her heartbeat and murmurs were detected. Bella seems lethargic and despondent, with labored breathing indicative of respiratory difficulty. Her once hearty appetite has diminished, and she spends more time in repose. Her gait has become unsteady, and sporadic retching has enfeebled her.",ASC99
247,"Increased thirst or appetite, passing more urine, weight loss, lethargy or weakness, vomiting, being more prone to infection, sunken back leg, standing on its ankle, Increased urination, Excessive thirst, Increased hunger, Weight loss, Enlargement of the liver, Poor coat, Weakness, Bladder infection, Vomiting, Collapse.",ASC165
642,"Mittens, a 6-year-old Tabby, is displaying worrisome symptoms of cardiac arrhythmia. After short play sessions, he starts coughing and appears exhausted. Mittens recently fainted, leaving his owners distressed. At the vet clinic, irregular heartbeats and murmurs were detected. Mittens seems lethargic and withdrawn, with open-mouth breathing indicating breathing difficulty. His appetite has waned, and he spends more time sleeping. His once agile gait is now unsteady, and occasional vomiting spells have weakened him.",ASC99
630,"Cardiovascular: Irregular heartbeat, murmurs.
Respiratory: Coughing, open-mouth breathing, difficulty breathing, rapid breathing.
General: Exercise intolerance, fainting, lethargy and depression, reduced appetite, sleeping more, weakness.
Other: Pale or bluish mucus membranes or skin, unsteady gait while walking, vomiting.",ASC99
227,"Diabetes can affect pets in various ways, and early detection is essential. Signs such as increased thirst and/or appetite, passing more urine, and weight loss should be monitored closely. Lethargy and weakness may become apparent, and pets may be more susceptible to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, often leading to weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur as the condition progresses.",ASC165
237,"Detecting symptoms of diabetes in pets is essential for their health and well-being. Look out for signs such as increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may develop, and pets may become more prone to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, often resulting in weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur in advanced stages.",ASC165
648,"Mittens, an 8-year-old Persian, is exhibiting troubling signs of cardiac arrhythmia. Following short play sessions, he commences coughing and appears exhausted. Mittens recently fainted unexpectedly, leaving his guardians anxious. During the veterinary check-up, irregularities in his heartbeat and murmurs were detected. Mittens seems lethargic and despondent, with labored breathing indicative of respiratory difficulty. His once hearty appetite has diminished, and he spends more time in repose. His gait has become unsteady, and sporadic retching has enfeebled him.",ASC99
253,"Symptoms of diabetes may include an increase in thirst or appetite, frequent urination, weight loss, lethargy, and weakness. Pets may also experience vomiting, heightened susceptibility to infections, sunken appearance of hind legs, and standing on ankles. Additionally, there might be an increase in urination, excessive thirst, and hunger, leading to weight loss. Enlargement of the liver, poor coat condition, weakness, bladder infections, vomiting, and collapse may manifest.",ASC165
620,"An arrhythmia is an irregularity in the rate and/or pattern of the heartbeat.
Dogs of any age or sex may experience arrhythmias.
Rhythm disturbances may be caused by many factors, including diseases, drug reactions, and underlying heart conditions.
Signs may include weakness, difficulty breathing, coughing, difficulty exercising, and fainting episodes.
Diagnosis may require an electrocardiogram (ECG), blood work, chest radiographs (x-rays) and possibly an echocardiogram (ultrasound evaluation of the heart).
Management of the arrhythmia may include treatment for the underlying disease, antiarrhythmia medications, and possibly a pacemaker.",ASC99
243,"Owners should be vigilant for signs of diabetes in their pets, as early detection is key. Look out for symptoms such as increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may become apparent, and pets may be more susceptible to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, leading to weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur as the condition progresses.",ASC165
239,"Recognizing symptoms of diabetes in pets is essential for timely intervention. Signs such as increased thirst and/or appetite, passing more urine, and weight loss should be monitored closely. Lethargy and weakness may develop, and pets may become more prone to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, often resulting in weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur in advanced stages.",ASC165
225,"Owners should be vigilant for signs of diabetes in their pets, such as increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may become evident, along with vomiting and a heightened susceptibility to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, often leading to weight loss. Enlargement of the liver, poor coat condition, weakness, bladder infections, vomiting, and even collapse can occur in severe cases.",ASC165
653,"Duke, a 10-year-old German Shepherd, is grappling with cardiac arrhythmia manifestations. Despite his zest for walks, he now endures frequent coughing fits, particularly during physical exertion. Duke's intolerance to exercise has become evident as he quickly tires out. Just recently, he collapsed unexpectedly, causing concern among his family members. During the veterinary examination, irregular heartbeats and murmurs were observed. Duke appears lethargic and withdrawn, with panting and wheezing indicative of respiratory distress. His appetite has decreased, and he spends more time in slumber. Duke's once steady gait has become unsteady, and sporadic retching has left him weakened.",ASC99
226,"Recognizing symptoms of diabetes in pets is crucial for their well-being. Look out for signs like increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may develop, and pets may become more prone to infections. Some pets may display sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, resulting in weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse can occur in advanced stages.",ASC165
650,"Fluffy, a 7-year-old Ragdoll, is displaying concerning signs of cardiac arrhythmia. Following brief play sessions, he initiates coughing and appears fatigued. Fluffy recently fainted unexpectedly, leaving his guardians worried. During the veterinary check-up, irregularities in his heartbeat and murmurs were detected. Fluffy seems lethargic and forlorn, with labored breathing indicative of respiratory difficulty. His once robust appetite has waned, and he spends more time in repose. His gait has become unsteady, and sporadic retching has enfeebled him.",ASC99
249,"Collapse, Vomiting, Bladder infections, Weakness, Poor coat, Enlargement of the liver, Weight loss, Increased hunger, Excessive thirst, Increased urination, Standing on its ankles, Sunken back legs, Being more prone to infections, Vomiting, Lethargy and weakness, Weight loss, Passing more urine, Increased thirst and/or appetite.",ASC165
617,"Symptoms:
There are three main signs of cardiac arrhythmia in dogs:

Weakness
Loss of consciousness
Long pauses between heartbeats",ASC99
627,"Irregular heartbeats, murmurs, coughing, exercise intolerance, fainting, lethargy and depression, open-mouth breathing, difficulty breathing, pale or bluish mucus membranes or skin, rapid breathing, reduced appetite, sleeping more, unsteady gaits while walking, vomiting, weaknesses.",ASC99
231,"Owners should monitor their pets for signs of diabetes, including increased thirst and/or appetite, passing more urine, and weight loss. Lethargy and weakness may become evident, and pets may be more susceptible to infections. Some pets may exhibit sunken back legs or stand on their ankles. Other symptoms include increased urination, excessive thirst, and increased hunger, often resulting in weight loss. Enlargement of the liver, poor coat, weakness, bladder infections, vomiting, and collapse may occur in severe cases.",ASC165
616,"Causes:
Irregular heartbeat in dogs can be caused by a number of factors, including:

Genetics/hereditary
Age
Injuries
Infections
Stress
Gastrointestinal disease
Respiratory disease
Exposure to toxins
Electrolyte imbalance
Congestive heart failure
Congenital heart abnormalities (present from birth)
Heart disease
Diseases that affect the vagus nerves
Cerebral disorders
Conditions that cause pressure within the skull
Symptoms:
There are three main signs of cardiac arrhythmia in dogs:

Weakness
Loss of consciousness
Long pauses between heartbeats
Types:
Heart arrhythmias in dogs fall into 5 main categories, they are:

Ventricular Arrhythmias (also known as Boxer Cardiomyopathy)
Atrial Fibrillation (Commonly seen in giant breeds such as Irish Wolfhounds and Great Danes)
Sick Sinus Syndrome (Often diagnosed in Miniature Schnauzers, West Highland White Terriers, and Cocker Spaniels)
Heart Block (A birth defect seen in Pugs, Cocker Spaniels, and Doberman Pinschers)
Myocarditis (Heart inflammation seen across all dog breeds)",ASC99
