ID,Text,LabelID
21,"Does your cat look like she has some dirt on her chin? It could be feline acne, a common skin condition in cats. What looks like a dirty chin could be a mild to moderate case of cat acne. Those black specks are actually blackheads, similar to blackheads in humans. In more severe cases, a cat can develop red sores and lesions on the chin area.

Some cats are more prone to acne than others. This includes cats who don’t groom properly, produce excess sebum or keratin, have clogged hair follicles, or have allergies. Your veterinarian can perform a simple test to diagnose acne and rule out any other skin conditions.

Your vet may clean the area and clip the fur, and then apply a topical treatment to your cat’s chin. The treatment will continue at home, with continued application of the ointment. Hot compresses can also be helpful. If the acne has progressed to an infection, antibiotics may be required.",ASC102
22,"The chin is the most common location for acne in dogs and cats. Sometimes the acne can be seen around the lips and muzzle. It may appear red, brown, or black (like a blackhead), or it may look like pustules (pimples).",ASC102
23,"Certain diseases also increase the likelihood of feline acne. These include food and environmental allergies; eosinophilic granuloma complex; ringworm; infection with Demodex mites; autoimmune disorders such as pemphigus foliaceous; and contact hypersensitivity (e.g. skin sensitivity to certain materials or chemicals, such as the plastic used in some food bowls).
What Are the Signs of Feline Acne?

The skin on the cat’s chin will be thick, red, and crusty. Clogged hair follicles may be visible. These appear as dark lesions or spots under the skin containing thick material. In some cats, discharge or fluid may be seen on or around the chin. Chin acne is not typically itchy or painful unless the case is severe or the cat also has other infections or diseases.  Other clinical signs may come from any ongoing associated diseases. For example, areas of circular, crusty hair loss may be seen with ringworm, a fungal infection.",ASC102
24,"Bleeding, blackheads, bumps, crusts, hair loss, little black dots on lip margin, little black dots on the chin, pain around the chin, pustules, reddened skin, redness, scabs and crusts, swelling, swollen skin, whiteheads.",ASC102
25,"Redness, swelling, blackheads, little black dots on the chin, pustules, pain around the chin, scabs and crusts, hair loss, bleeding, whiteheads, swollen skin, crusts, little black dots on lip margin, bumps, reddened skin.",ASC102
26,"Inflammation, enlargement, comedones, tiny dark spots on the chin, papules, discomfort around the chin, crusts and scabs, follicle damage, hemorrhaging, closed comedones, puffiness, hardened skin, scabbing, follicular plugs, small dark spots on the lip margin, blemishes, flushed skin.",ASC102
27,"Does your furry friend exhibit signs of discomfort? From painful bumps and swelling to bleeding and scabs, pet acne can be as bothersome as it is for humans. Watch out for telltale signs like blackheads and whiteheads, especially around the chin area. If you notice reddened skin or little black dots on the lip margin, it's time for a visit to the vet for proper diagnosis and treatment.",ASC102
28,"We all adore our pets, but when they start scratching excessively, it's time for concern. Dog and cat acne can manifest in various forms, including hair loss, swollen skin, and crusts. Keep an eye out for pesky blackheads and little black dots on the chin or lip margin. Redness and swelling around the chin can indicate painful pustules or bleeding. Remember, regular grooming and veterinary check-ups are key to keeping your furry companion happy and healthy.",ASC102
29,"Uncovering the mystery behind your pet's skin woes? Look no further than the common symptoms of acne. From irritating bumps and scabs to swollen skin and hair loss, the signs are unmistakable. Keep a keen eye out for blackheads and whiteheads, especially around the chin area. If you notice any redness or bleeding, accompanied by little black dots on the lip margin, it's essential to seek veterinary advice promptly.",ASC102
30,"Is your fur baby scratching more than usual? It might be more than just an itch! Dog and cat acne can lead to discomfort and distress, with symptoms ranging from bumps and crusts to hair loss and swelling. Keep an eye out for those telltale blackheads and redness around the chin. Don't ignore little black dots on the lip margin or signs of bleeding and pustules. Your pet's health is our priority!",ASC102
31,"Introducing our latest skincare solution for pets! Say goodbye to dog and cat acne with our specially formulated shampoo. Banish blackheads and bumps while soothing swollen skin and reducing redness. Watch as those pesky little black dots on the chin and lip margin disappear, leaving behind a healthy, glowing coat. With regular use, say hello to a happier, acne-free pet!",ASC102
32,"Calling all pet parents! Has anyone dealt with acne in their furry friends? My cat has been experiencing hair loss and swelling around the chin, along with these tiny black dots on her lip margin. I'm worried it might be more than just a skin issue. She's also been scratching a lot and has developed redness and crusts. Any advice on how to help her feel better?",ASC102
33," It's heartbreaking to see your beloved pet in discomfort, especially when it comes to skin issues like acne. My dog recently started exhibiting symptoms like bumps and swelling around the chin, accompanied by hair loss and scabs. Those little black dots on his lip margin were particularly concerning. After consulting with our vet, we learned about the importance of regular grooming and specialized treatment to alleviate his symptoms.",ASC102
34,"Are you aware of the signs of acne in your furry companion? From bleeding and pustules to redness and swelling, the symptoms can be alarming. Keep an eye out for blackheads and whiteheads, as well as crusts and bumps, especially around the chin area. Don't overlook hair loss or little black dots on the lip margin. Early detection and proper care are essential for maintaining your pet's skin health.",ASC102
35,"Stay informed about your pet's well-being with our latest newsletter! This month, we're discussing common skin conditions like acne in dogs and cats. Learn to recognize symptoms such as swelling and redness, along with blackheads and bumps. Keep an eye out for hair loss and crusts, as well as little black dots on the chin or lip margin. Remember, early intervention is key to preventing discomfort and promoting a happy, healthy pet.",ASC102
36,"Attention pet owners! Is your furry friend suffering from skin problems? Our clinic is here to help. Whether it's painful pustules or irritating blackheads, we offer comprehensive care for dog and cat acne. From specialized treatments to personalized grooming plans, we'll work with you to address symptoms like swelling, hair loss, and redness. Don't wait until it's too late – schedule a consultation today and give your pet the relief they deserve.",ASC102
37,"Bleedings, blackheads, bumps, crusts, hair losses, little black dots on lip margins, little black dots on chins, pains around the chin, pustules, reddened skins, rednesses, scabs and crusts, swellings, swollen skins, whiteheads.",ASC102
38,"Whiteheads, swollen skin, swellings, scabs and crusts, redness, reddened skin, pustules, pain around the chin, little black dots on the chin, little black dots on lip margin, hair loss, crusts, bumps, blackheads, bleeding.",ASC102
39,"Bumps, reddened skin, scabs and crusts, blackheads, crusts, hair loss, pustules, swelling, little black dots on the chin, redness, swollen skin, whiteheads, bleeding, pain around the chin, little black dots on lip margin.",ASC102
40,"Pain around the chin, pustules, swelling, little black dots on lip margin, blackheads, hair loss, redness, bumps, crusts, reddened skin, scabs and crusts, whiteheads, bleeding, little black dots on the chin, swollen skin.",ASC102
41,"Hemorrhaging, comedones, protrusions, scarring, alopecia, tiny dark spots on the lip margin, tiny dark spots on the chin, discomfort around the chin, papules, flushed skin, inflamed skin, encrustations, enlargement, engorged skin, closed comedones.",ASC102
42,"Oozing from wounds, clogged pores, raised skin areas, hardened skin layers, bald patches, minuscule dark dots on the lip's edge, minuscule dark dots on the chin, discomfort encircling the chin, pus-filled lesions, skin turning crimson, the presence of a reddish hue, dry scaly patches, significant skin enlargement, excessively swollen skin, clusters of white-tipped pimples.",ASC102
43,"Bleeding, blackheads, a bump, crusts, hair loss, little black dots on lip margins, little black dots on the chin, pain around the chin, pustules, reddened skin, redness, scabs and crusts, swellings, swollen skin, whiteheads.",ASC102
44,"A bleeding, a blackhead, a bump, a crust, a hair loss, a little black dot on the lip margin, a little black dot on the chin, a pain around the chin, a pustule, a reddened skin, a redness, a scab and a crust, a swelling, a swollen skin, a whitehead.",ASC102
45,"Bleeding, blackhead, bump, crust, hair loss, little black dot on lip margin, little black dot on chin, pain around chin, pustule, reddened skin, redness, scab and crust, swelling, swollen skin, whitehead.",ASC102
46,"My cat's been going through some rough skin issues lately, and I'm starting to worry. There's been some bleeding around his chin area, and I've noticed a bunch of blackheads and bumps popping up. Plus, there's this crusty patch near his ear that's got me concerned. On top of that, he's been scratching like crazy, leading to noticeable hair loss.

But here's the kicker: he's been super sensitive lately, especially around the chin. I can tell he's in pain. And his skin looks all reddened and inflamed. I'm wondering if it's acne or something more serious.

What do you think? Should I bring him in for a check-up? Any advice on how to make him more comfortable in the meantime?",ASC102
47,"I'm really worried about my dog's skin lately. There's been some bleeding around his chin, and I've noticed quite a few blackheads and bumps popping up. Plus, there's this crusty patch near his ear that won't seem to go away. It's not looking good.On top of all that, he's been scratching like crazy, and I can see significant hair loss. Poor thing!But the thing that's really bothering me is the pain he seems to be in around his chin area. And his skin is all reddened and inflamed.",ASC102
48,"I'm reaching out because I'm quite concerned about my cat's recent skin issues.Over the past few days, I've noticed some bleeding around her chin, accompanied by several blackheads and bumps. Additionally, there's a persistent crusty patch near her ear that doesn't seem to be improving.Furthermore, she's been exhibiting signs of discomfort, particularly around her chin area, and her skin appears reddened and inflamed. The hair loss is also quite noticeable.I'm not sure if this is something serious like acne or if there could be another underlying issue. Would you be able to advise on the next steps? Should I bring her in for an examination?Thank you for your time and assistance.",ASC102
49,"Hey Sarah,Quick question – my dog's skin has been acting up lately, and I'm not sure what to do. There's been some bleeding around his chin, and he's got quite a few blackheads and bumps. Plus, there's this stubborn crust near his ear.He's been scratching like crazy, and I can see significant hair loss. Poor guy seems uncomfortable, especially around his chin, and his skin is all red and swollen.Any chance you can fit him in for a grooming session soon? Or do you think I should take him to the vet first?Let me know what you think.Thanks!",ASC102
50,"There's been some bleeding around her chin, and I've noticed a few blackheads and bumps popping up. Additionally, there's this persistent crust near her ear that doesn't seem to be going away.She's been scratching quite a bit, leading to noticeable hair loss, poor thing. But what's really worrying me is the pain she seems to be experiencing around her chin, along with the redness and swelling of her skin.",ASC102
61,"As hypertension is often seen as an effect of other diseases, cats with hypertension may be showing signs attributable to their underlying problem. For example, in the case of hyperthyroid cats with high blood pressure, weight loss (in spite of a voracious appetite) and hyperactivity may be the major clinical signs.

In many patients, no specific clinical signs of hypertension will be seen until the condition advances to the point where there is spontaneous bleeding into the eye or retinal detachment – these cats are often taken to a vet as they develop sudden onset blindness. Early recognition of hypertension is therefore important in order to minimise the severe and often permanently damaging effects of persistently high blood pressure on the eyes and other organs.

Some cats with hypertension appear depressed, lethargic and withdrawn, and many owners notice an improvement in their cat’s behaviour once hypertension has been successfully managed, even if signs of damage to other organs are not present. Severe headaches can occur in humans with hypertension, and it is likely that cats may suffer something similar.",ASC1022
62,"Visual abnormalities are the most common clinical findings with feline hypertension. These abnormalities can include dilated pupils that do not constrict with light, blood within the chamber of the eye, and blindness. Blindness develops because high blood pressure in the eye causes the retina to detach. Other possible indications of high blood pressure include restlessness, agitation, decreased grooming, changes in appetite, thirst and/or weight. These problems may be temporary or permanent, just like in people and only time can tell which ailments will resolve, and which will be long lasting. Cats that do not feel well, just like people, may act in ways we would refer to as cranky, easily agitated, or aggressive towards people, especially children, and/or other animals.",ASC1022
63,"Signs include:
• blindness
• changes inside the eye, including bleeding
• disorientation
• seizures",ASC1022
64,"Withdrawn or depressed
Changes in behaviour
Loss of confidence in the dark e.g. bumping into things
Issues with balance or “wobbly gait”
Seizures
Breathlessness and/or lethargy",ASC1022
65,"Ocular damage syndrome in animals with systemic hypertension is called hypertensive choroidopathy and retinopathy. In cats with high blood pressure, ocular lesions are frequently noted, with a reported prevalence between 68.1-100% in affected animals. Signs that are easy for the owner to note, including hyphema (Figure 1) and fixed mydriatic pupils (Figure 2), are often the reason for presentation to the veterinarian. However, the most common lesion diagnosed is exudative retinal detachment, with an increased risk when systolic blood pressure exceeds 180 mmHg. Other lesions, such as retinal hemorrhage, multifocal retinal edema, retinal vessel tortuosity, retinal perivascular edema, papillary edema, vitreous hemorrhage, secondary glaucoma, and retinal degeneration have all been observed. Diagnosis of ocular damage requires an ophthalmic evaluation with funduscopic examination.",ASC1022
66,"The clinical signs observed are typical of intracranial disease and can include altered mentation, vocalization, disorientation, ataxia, head tilt, nystagmus, torpor, convulsions, or even coma. Confirmation of brain damage requires neurological examination and specialist diagnostics such as magnetic resonance imaging.",ASC1022
67,"An early diagnosis is vital when dealing with high blood pressure in cats.

The only way to know your cat’s blood pressure is elevated is to have their blood pressure checked by a vet.

However, these are the signs you should be looking out for:

A frequent bleeding nose. If your cat begins bleeding from their nose you need to closely monitor the situation. A one-off nose bleed may just be an isolated incident and no cause for alarm. However, if the bleeds become more frequent, you will need to contact your vet. There are many causes of a bloody nose in cats including injury, upper respiratory infection and blood clotting, Elevated blood pressure brought on kidney disease is another. A full physical examination should get to the root cause. A cold compress to their face will help slow the bleeding.
Cats are extremely graceful creatures, so if you see one bumping into furniture, falling over often or even struggling to stand, you’ll know something isn’t quite right. High blood pressure can lead to disorientation in felines. You may notice them circling to one side. While we are able to feel when our balance is off or when we become a bit lightheaded, dizzy spells in cats cat be difficult to spot. Dizziness may also be a sign that your cat is suffering from low blood pressure.
Problems with vision are one of the most common symptoms associated with hypertension in cats. If untreated it can eventually lead to blindness due to high blood pressure in the eye causing retinal detachment. Sudden blindness is usually obvious to spot, but gradual sight loss needs a keener eye. Check for bleeding from the eyes, swelling or changes in color and appearance. If your cat has suddenly started bumping into objects, this could also be sign they are struggling with their eyesight. Some causes of blindness are reversible, so it’s important to contact your vet as soon as possible.
Low energy. Elevated blood pressure brought on by heart or kidney issues can leave cats feeling drained. While felines do enjoy plenty of sleep, once they’re up and about, they do tend to expend quite a bit of energy. Some cats with hypertension may become more withdrawn, lethargic or even appear depressed. Once treatment is started, and blood pressure begins to drop, you should notice your cat’s activity levels increase. It is worth noting that low blood pressure can also result in diminishing energy levels.
Trouble breathing. Shortness of breath can be a telltale sign of hypertension in cats. This could be exhibited through panting, fast breathing or difficulty breathing. A cat that is struggling to breathe will inevitably end up stressed and anxious, possibly resulting in a further rise in blood pressure. Do your best to calm them down. Keep them indoors, comfortable and cool. Anytime your cat is encountering breathing difficulties you should immediately contact your vet.
High blood pressure is often linked to seizures in cats. Seizures can take a number of forms including convulsions, leg paddling, loss of consciousness, tremors, incessant meowing or crying and loss of urinary or bowel control. They can be brief and some owners may not even notice them. Don’t touch your cat while they’re experiencing a seizure, only if there’s a chance they could sustain an injury. Seizures are not generally considered medical emergencies. If it stops after one or two minutes, book an appointment to see your vet as soon as possible. If the seizures are happening back-to-back, you should take them to the vet immediately.
A blatant change in demeanor or overall behavior. Your cat may not exhibit any of the physical symptoms related to high blood pressure until the condition is too severe. That’s why we need to make sure we monitor their general behavior closely. Have they suddenly become more aggressive? Are they refusing food? Have you noticed increased vocalization? As blood pressure rises, a cat’s heart rate is likely to follow suit. This may lead to them acting abnormally, so we need to be alert to any changes.",ASC1022
68,"Hypertension is the medical term for high blood pressure. In cats, hypertension usually develops as a secondary complication to other medical conditions, such as chronic kidney disease and hyperthyroidism (overactive thyroid gland). Less commonly, primary or essential hypertension (hypertension without any underlying disease) may also occur.

Effects of hypertension

Since hypertension is often associated with an underlying medical condition, cats may display clinical signs attributable to their underlying problem, such as increased thirst (chronic kidney disease) or weight loss (hyperthyroidism). In many cats, no specific clinical signs will be seen until the hypertension is quite advanced.

Hypertension typically results in damage to vulnerable organs, such as the eyes, brain and nervous system, heart and kidneys.

- Eyes: Bleeding into the eyes, retinal swelling and detachment, can occur resulting in often permanent blindness.

- Brain and nervous system: Bleeding into the brain or nervous system can result in neurological signs, such as altered behaviour, wobbly gait, head tilt, seizures, or even coma.

- Heart: Over time, the muscle of one of the heart chambers (the left ventricle) becomes thickened, which may in severe cases lead to the development of congestive heart failure. Affected cats may show signs of laboured breathing and lethargy.

- Kidneys: Over time, high blood pressure damages the filtering mechanism within the kidney and may increase the risk of developing kidney failure.

Early recognition and treatment of hypertension is therefore important in order to minimise the severe and often permanently damaging effects of persistently high blood pressure.",ASC1022
69,"Abnormal behavior, Abnormal heart sound, Blood in the globe (clear chamber) of the eye, Bumping into object, Decreased appetite, Depression, Disorientation, Fixed, dilated pupil, Frequent urination, Increased water intake, Lethargy, Murmur, Paralysis, Rapid, shallow breathing, Seizure, Sudden blindness, Sudden death, Vomiting, Weight loss.",ASC1022
70,"Abnormal behaviors, Abnormal heart sounds, Blood in the globes (clear chambers) of the eye, Bumping into objects, Decreased appetites, Depressions, Disorientations, Fixed, dilated pupils, Frequent urinations, Increased water intakes, Lethargies, Murmurs, Paralyses, Rapid, shallow breathings, Seizures, Sudden blindnesses, Sudden deaths, Vomiting, Weight losses.",ASC1022
71,"Unusual behavior, Irregular heart sounds, Hemorrhage in the globe (clear chamber) of the eye, Colliding with objects, Reduced appetite, Despondency, Confusion, Fixed, expanded pupils, Frequent urination, Augmented water intake, Fatigue, Heart murmurs, Paralysis, Swift, superficial breathing, Fits, Immediate blindness, Abrupt demise, Throwing up, Reduction in weight.",ASC1022
72,"Abnormal behavior, Abnormal heart sounds, Blood in the globe (clear chamber) of the eye, Bumping into objects, Decreased appetite, Depression, Disorientation, Frequent urination, Fixed, dilated pupils, Increased water intake, Lethargy, Murmurs, Paralysis, Rapid, shallow breathing, Seizures, Sudden blindness, Sudden death, Vomiting, Weight loss.",ASC1022
73,"Weight loss, Vomiting, Sudden death, Sudden blindness, Seizures, Rapid, shallow breathing, Paralysis, Murmurs, Lethargy, Increased water intake, Fixed, dilated pupils, Frequent urination, Disorientation, Depression, Decreased appetite, Bumping into objects, Blood in the globe (clear chamber) of the eye, Abnormal heart sounds, Abnormal behavior.",ASC1022
74,"Depression, Disorientation, Abnormal behavior, Abnormal heart sounds, Bumping into objects, Decreased appetite, Blood in the globe (clear chamber) of the eye, Increased water intake, Fixed, dilated pupils, Frequent urination, Lethargy, Murmurs, Paralysis, Rapid, shallow breathing, Seizures, Sudden blindness, Sudden death, Vomiting, Weight loss.",ASC1022
75,"Abnormal behavior, Abnormal heart sounds, Blood in the globe (clear chamber) of the eye, Bumping into objects, Decreased appetites, Depression, Disorientation, Fixed, dilated pupils, Frequent urination, Increased water intakes, Lethargy, Murmur, Paralyses, Rapid, shallow breathing, Seizures, Sudden blindnesses, Sudden death, Vomiting, Weight losses.",ASC1022
76,"Depression, Murmurs, Seizures, Vomiting, Paralysis, Lethargy, Bumping into objects, Rapid, shallow breathing, Weight loss, Abnormal behavior, Fixed, dilated pupils, Blood in the globe (clear chamber) of the eye, Frequent urination, Increased water intake, Abnormal heart sounds, Sudden death, Disorientation, Sudden blindness.",ASC1022
77,"Abnormal behavior, Increased water intake, Abnormal heart sounds, Rapid, shallow breathing, Blood in the globe (clear chamber) of the eye, Fixed, dilated pupils, Bumping into objects, Frequent urination, Decreased appetite, Paralysis, Depression, Lethargy, Disorientation, Murmurs, Vomiting, Seizures, Weight loss, Sudden blindness, Sudden death.",ASC1022
78,"High blood pressure in dogs and cats can manifest in various symptoms. Some pets may exhibit abnormal behavior, such as restlessness or aggression. Others may experience abnormal heart sounds or murmurs, indicating cardiovascular distress. Blood in the globe of the eye, coupled with disorientation or sudden blindness, can signal severe hypertension. Pets might bump into objects due to decreased vision or exhibit decreased appetite and weight loss as a result of feeling unwell.",ASC1022
79,"Recognizing high blood pressure symptoms in pets is crucial for early intervention. Abnormal behavior like excessive vocalization or aggression can be a red flag, as well as abnormal heart sounds during a routine examination. Blood in the eye’s globe, accompanied by disorientation or sudden blindness, demands immediate veterinary attention. Pets may show signs of discomfort, such as frequent urination or vomiting, alongside weight loss and lethargy.",ASC1022
80,"Understanding the signs of high blood pressure in pets can aid in prompt diagnosis and treatment. Abnormal behavior, like pacing or hiding, can be indicative of underlying discomfort. Listen for abnormal heart sounds or murmurs during auscultation, especially if coupled with rapid, shallow breathing. Keep an eye out for blood in the eye or sudden blindness, as well as symptoms like frequent urination or vomiting, which may accompany hypertension.",ASC1022
81,"Detecting high blood pressure symptoms in pets requires vigilance. Keep an eye out for abnormal behavior, such as aggression or aimless wandering. Auscultate carefully for abnormal heart sounds or murmurs during routine exams. Monitor for blood in the eye or sudden blindness, which may occur alongside disorientation or confusion. Changes in appetite, frequent urination, and weight loss are additional signs to watch for in hypertensive pets.",ASC1022
82,"High blood pressure can affect dogs and cats differently, but there are common symptoms to watch for. Abnormal behavior like lethargy or irritability may signal hypertension. Listen for abnormal heart sounds or murmurs during routine check-ups, especially if accompanied by rapid, shallow breathing. Keep an eye out for blood in the eye or sudden blindness, which may be coupled with disorientation or confusion. Changes in appetite, frequent urination, and vomiting are also indicative of hypertension.",ASC1022
83,"High blood pressure can manifest in various symptoms in pets. Abnormal behavior, such as excessive vocalization or aggression, may indicate discomfort. Auscultate for abnormal heart sounds or murmurs during routine examinations, as cardiovascular changes can be subtle. Keep an eye out for blood in the eye or sudden blindness, particularly if accompanied by disorientation or confusion. Changes in appetite, frequent urination, and vomiting are also important signs to monitor in hypertensive pets.",ASC1022
84,"Detecting high blood pressure symptoms in pets requires careful observation. Look out for abnormal behavior, such as restlessness or withdrawal, which may indicate discomfort. Listen for abnormal heart sounds or murmurs during routine exams, as these can be early indicators of hypertension. Be vigilant for blood in the eye or sudden blindness, especially if accompanied by disorientation or confusion. Changes in appetite, frequent urination, and vomiting are additional signs to watch for in hypertensive pets.",ASC1022
85,"Identifying high blood pressure symptoms in pets is crucial for early intervention. Keep an eye out for abnormal behavior, such as pacing or hiding, which may indicate discomfort. Listen for abnormal heart sounds or murmurs during routine exams, especially if accompanied by rapid, shallow breathing. Monitor for blood in the eye or sudden blindness, which may occur alongside disorientation or confusion. Changes in appetite, frequent urination, and weight loss are additional signs to watch for in hypertensive pets.",ASC1022
86,"High blood pressure can manifest in various symptoms in pets. Abnormal behavior, such as lethargy or irritability, may signal hypertension. Listen for abnormal heart sounds or murmurs during routine check-ups, especially if accompanied by rapid, shallow breathing. Keep an eye out for blood in the eye or sudden blindness, which may be coupled with disorientation or confusion. Changes in appetite, frequent urination, and vomiting are also indicative of hypertension.",ASC1022
87,"Recognizing high blood pressure symptoms in pets is crucial for their well-being. Abnormal behavior like aggression or hiding may indicate discomfort. Listen carefully for abnormal heart sounds or murmurs during routine examinations, especially if coupled with rapid, shallow breathing. Keep an eye out for blood in the eye or sudden blindness, which may be accompanied by disorientation or confusion. Changes in appetite, frequent urination, and vomiting are additional signs to watch for in hypertensive pets.",ASC1022
88,"I've been observing some worrying signs in my dog lately and wanted to share. He's been exhibiting abnormal behavior, like restlessness and aggression. Additionally, I've noticed abnormal heart sounds during his last check-up, coupled with rapid, shallow breathing. Furthermore, he's been bumping into objects and seems disoriented at times. Alongside these symptoms, he's shown a decreased appetite and sudden weight loss. Could these be indicators of high blood pressure? Any insights or advice would be greatly appreciated.",ASC1022
89,"I hope you're doing well. I wanted to reach out because I've noticed some concerning symptoms in my cat recently. She's been acting strangely, showing signs of depression and disorientation. Moreover, I've detected abnormal heart sounds during auscultation, and she's been displaying fixed, dilated pupils. Alongside these symptoms, she's experienced frequent urination and vomiting. Additionally, she's been drinking more water than usual and has shown sudden weight loss. Could these be signs of high blood pressure? Any insights or advice would be greatly appreciated.",ASC1022
90,"I'm reaching out because I've noticed some worrying signs in my dog lately. He's been displaying abnormal behavior, like excessive panting and aggression. Furthermore, during his last check-up, the vet detected murmurs and rapid, shallow breathing. Additionally, he's been bumping into objects and seems disoriented at times. Coupled with these symptoms, he's been vomiting occasionally and has shown sudden blindness. Moreover, he's been drinking more water than usual and has experienced a sudden death in the family. Could these be indicators of high blood pressure? Any insights or advice would be greatly appreciated.",ASC1022
91,"I'm a bit concerned about my cat's health and wanted to see if anyone has any advice. She's been exhibiting abnormal behavior, like restlessness and aggression. Additionally, I've noticed abnormal heart sounds during her last check-up, coupled with rapid, shallow breathing. Furthermore, she's been bumping into objects and seems disoriented at times. Alongside these symptoms, she's been vomiting occasionally and has shown sudden weight loss. Moreover, she's been drinking more water than usual and has experienced sudden blindness. Could these be signs of high blood pressure? Any insights or advice would be greatly appreciated.",ASC1022
